2017-09-16 11:14:32,797 [1] INFO  Topshelf.HostFactory - Configuration Result:
[Success] Name QuartzDemo服务名称
[Success] DisplayName QuartzDemo服务显示名称
[Success] Description QuartzDemo服务描述
[Success] ServiceName QuartzDemo服务名称
 Topshelf.HostFactoryname2017-09-16 11:14:32,813 [1] INFO  Topshelf.HostConfigurators.HostConfiguratorImpl - Topshelf v4.0.0.0, .NET Framework v4.0.30319.42000
 Topshelf.HostConfigurators.HostConfiguratorImplname2017-09-16 11:14:37,424 [1] DEBUG Topshelf.Builders.RunBuilder - Running as a console application, creating the console host.
 Topshelf.Builders.RunBuildername2017-09-16 11:14:38,281 [1] DEBUG Topshelf.Hosts.ConsoleRunHost - Starting up as a console application
 Topshelf.Hosts.ConsoleRunHostname2017-09-16 11:14:39,015 [1] INFO  Topshelf.Hosts.ConsoleRunHost - The QuartzDemo服务名称 service is now running, press Control+C to exit.
 Topshelf.Hosts.ConsoleRunHostname2017-09-16 11:14:39,103 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:39
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:39,103 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:39
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:39,656 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:39,656 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:40,000 [QuartzTest_Worker-3] INFO  StudyQuartzNet.QuartzJobs.TestJob - showJob:运行11:14:40
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:40,000 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:40
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:40,000 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:40,005 [QuartzTest_Worker-5] INFO  StudyQuartzNet.QuartzJobs.UpdateCityJob - 时间：2017/9/16 11:14:40
 StudyQuartzNet.QuartzJobs.UpdateCityJobname2017-09-16 11:14:40,240 [QuartzTest_Worker-5] INFO  StudyQuartzNet.QuartzJobs.UpdateCityJob - 开始更新2017/9/16 11:14:40
 StudyQuartzNet.QuartzJobs.UpdateCityJobname2017-09-16 11:14:41,000 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:41
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:41,000 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:42,000 [QuartzTest_Worker-7] INFO  StudyQuartzNet.QuartzJobs.TestJob - HelloJob:运行11:14:42
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:42,000 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:42
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:42,037 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,000 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:43
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,000 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,723 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,724 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,724 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,723 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,725 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:43,725 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:44,023 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:44
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:44,069 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:44,291 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:45,001 [QuartzTest_Worker-3] INFO  StudyQuartzNet.QuartzJobs.TestJob - HelloJob:运行11:14:45
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:45,001 [QuartzTest_Worker-7] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:45
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:45,005 [QuartzTest_Worker-7] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:45,030 [QuartzTest_Worker-7] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:46,001 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:46
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:46,013 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:46,139 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:47,000 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:47
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:47,001 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:47,010 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:48,000 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:48
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:48,001 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - HelloJob:运行11:14:48
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:48,014 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:48,290 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:49,003 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:49
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:49,004 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:49,057 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:50,000 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - showJob:运行11:14:50
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:50,002 [QuartzTest_Worker-3] INFO  StudyQuartzNet.QuartzJobs.UpdateCityJob - 时间：2017/9/16 11:14:50
 StudyQuartzNet.QuartzJobs.UpdateCityJobname2017-09-16 11:14:50,003 [QuartzTest_Worker-3] INFO  StudyQuartzNet.QuartzJobs.UpdateCityJob - 开始更新2017/9/16 11:14:50
 StudyQuartzNet.QuartzJobs.UpdateCityJobname2017-09-16 11:14:50,000 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:50
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:50,005 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:50,030 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:51,000 [QuartzTest_Worker-7] INFO  StudyQuartzNet.QuartzJobs.TestJob - HelloJob:运行11:14:51
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:51,000 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:51
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:51,074 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:51,206 [QuartzTest_Worker-1] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:52,008 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:52
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:52,033 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:52,087 [QuartzTest_Worker-8] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:53,005 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:53
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:53,009 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:53,082 [QuartzTest_Worker-9] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:54,028 [QuartzTest_Worker-6] INFO  StudyQuartzNet.QuartzJobs.TestJob - HelloJob:运行11:14:54
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:54,028 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:54
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:54,039 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:54,214 [QuartzTest_Worker-2] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:55,052 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:55
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:55,054 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:55,176 [QuartzTest_Worker-4] INFO  StudyQuartzNet.QuartzJobs.TestJob - 插入成功
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:56,000 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - TestJob:运行11:14:56
 StudyQuartzNet.QuartzJobs.TestJobname2017-09-16 11:14:56,001 [QuartzTest_Worker-10] INFO  StudyQuartzNet.QuartzJobs.TestJob - 开始插入
